gene_rank,gene_symbol,probe_id,probe_rank,probe_type,multivariate_score,abs_fold_change,log_fold_change,mean_sonfh,mean_control,t_stat,p_value,iqr,variance
16850,MRPL24,11717643_a_at,35057,_a_at,-1.4296,0.1398,0.1398,6.9006,6.7609,0.7987,0.44253581979821544,0.4736,0.1144
16851,DBI,11717827_a_at,35061,_a_at,-1.4299,0.2059,0.2059,6.0918,5.886,0.5333,0.604677534018437,0.9785,0.6087
16852,MOP-1,11761577_at,35063,_at,-1.4305,0.0938,-0.0938,2.4584,2.5523,-0.9822,0.34654162616347844,0.2206,0.0428
16853,FKBP14,11733891_at,35066,_at,-1.4306,0.1145,-0.1145,3.9565,4.071,-0.899,0.3851117051611323,0.3872,0.0951
16854,PHOX2B,11734266_a_at,35070,_a_at,-1.431,0.091,-0.091,4.8579,4.9489,-0.9928,0.3392081201013198,0.3141,0.0489
16855,FAM162B,11723628_at,35072,_at,-1.4313,0.0979,-0.0979,2.7713,2.8692,-0.9648,0.35340126630306457,0.2651,0.0552
16856,TPRKB,11718886_a_at,35076,_a_at,-1.4315,0.1953,0.1953,3.6228,3.4275,0.574,0.5779917374737594,0.6912,0.4567
16857,ACSM4,11741930_at,35078,_at,-1.4318,0.0783,-0.0783,2.509,2.5872,-1.0428,0.31850302251883505,0.2002,0.0274
16858,PSMD5,11757947_s_at,35079,_s_at,-1.4318,0.1059,0.1059,7.4456,7.3398,0.9321,0.3737605525676804,0.2126,0.0424
16859,LYPD8,11729538_at,35080,_at,-1.4321,0.0854,-0.0854,3.6865,3.772,-1.014,0.32897511417262737,0.3252,0.0427
16860,LNPEP,11729353_a_at,35082,_a_at,-1.4324,0.0905,0.0905,4.0207,3.9302,0.9932,0.33247086263986125,0.386,0.0804
16861,SPAG7,11755338_a_at,35083,_a_at,-1.4326,0.1656,0.1656,6.8156,6.65,0.6918,0.5043909884751939,0.4381,0.2123
16862,LRRC31,11738135_a_at,35087,_a_at,-1.4329,0.0912,-0.0912,3.4305,3.5217,-0.9898,0.3432519034292322,0.2535,0.0387
16863,PIFO,11733934_a_at,35088,_a_at,-1.4332,0.1066,-0.1066,3.8923,3.9989,-0.9277,0.3737341339384891,0.2221,0.0566
16864,NPY,11757560_a_at,35089,_a_at,-1.4334,0.0976,-0.0976,2.7581,2.8557,-0.9636,0.35648207274354926,0.2211,0.0429
16865,PES1,11716242_a_at,35091,_a_at,-1.4334,0.1339,-0.1339,5.2983,5.4322,-0.8181,0.4308098285238601,0.2916,0.115
16866,CDH19,11752488_a_at,35090,_a_at,-1.4334,0.0705,-0.0705,2.1551,2.2256,-1.0723,0.30291009158215104,0.2483,0.0263
16867,PTGDR,11735589_at,35096,_at,-1.4338,0.1771,0.1771,5.4722,5.2951,0.6444,0.5299115319965528,0.9311,0.4799
16868,LOC100506797,11763875_at,35099,_at,-1.434,0.1252,-0.1252,4.7888,4.914,-0.8523,0.4124461787950296,0.4162,0.0921
16869,FAM98A,11724425_s_at,35103,_s_at,-1.4345,0.121,0.121,6.6596,6.5386,0.8685,0.4025824820813314,0.3741,0.0967
16870,NACA2,11728380_x_at,35109,_x_at,-1.4355,0.1309,0.1309,10.602,10.4711,0.8277,0.42453409050595553,0.446,0.1219
16871,KPTN,11722835_a_at,35110,_a_at,-1.4356,0.0884,-0.0884,6.4756,6.564,-0.998,0.33601630813247746,0.2921,0.0488
16872,BLCAP,11758641_s_at,35112,_s_at,-1.4359,0.126,0.126,8.2343,8.1083,0.8469,0.41567711470311447,0.37,0.0903
16873,TMEM99,11719011_at,35115,_at,-1.4361,0.0603,-0.0603,2.9548,3.0151,-1.1101,0.27718021597217773,0.2524,0.0354
16874,KRT25,11755967_a_at,35117,_a_at,-1.4364,0.0962,-0.0962,3.9887,4.0849,-0.9658,0.35391558517838495,0.2909,0.0486
16875,C1orf122,11719401_a_at,35120,_a_at,-1.4367,0.1113,-0.1113,7.1035,7.2148,-0.9049,0.3852839932180397,0.3031,0.0638
16876,ENDOG,11723065_at,35124,_at,-1.4371,0.13,0.13,5.9417,5.8117,0.8295,0.42566373440581845,0.352,0.0919
16877,BTBD19 /// PLK3,11753381_a_at,35129,_a_at,-1.4373,0.1282,-0.1282,5.3471,5.4753,-0.8364,0.4194297296825737,0.4834,0.1198
16878,JRK,11745042_s_at,35136,_s_at,-1.438,0.0755,-0.0755,3.5883,3.6638,-1.047,0.3132898148663539,0.2516,0.0334
16879,SPDYE6,11741372_x_at,35135,_x_at,-1.438,0.0832,0.0832,3.453,3.3698,1.0161,0.32782871662838337,0.2334,0.0411
16880,PAPOLB,11736886_a_at,35137,_a_at,-1.4381,0.0763,-0.0763,3.5108,3.5871,-1.0436,0.31024180482473407,0.3018,0.048
16881,ACSBG1,11752888_a_at,35142,_a_at,-1.4386,0.0901,-0.0901,3.4433,3.5335,-0.9877,0.3397509667138297,0.3245,0.0567
16882,ALG10B,11727293_x_at,35146,_x_at,-1.4388,0.1883,0.1883,4.1487,3.9604,0.5937,0.5652828011518892,0.7997,0.3896
16883,AIG1,11761518_a_at,35157,_a_at,-1.4397,0.1235,0.1235,3.8713,3.7478,0.8526,0.4091868664268536,0.5315,0.126
16884,IL15RA,11731039_s_at,35159,_s_at,-1.4398,0.0965,-0.0965,6.588,6.6845,-0.9607,0.351804608672991,0.3672,0.0735
16885,STRADA,11730563_a_at,35160,_a_at,-1.4398,0.0968,0.0968,5.901,5.8042,0.9595,0.356048403698828,0.2943,0.0542
16886,RBM41,11731847_a_at,35163,_a_at,-1.4402,0.0739,-0.0739,3.7112,3.7852,-1.0509,0.3039507139402979,0.2763,0.0552
16887,ATP9B,11749366_a_at,35167,_a_at,-1.4405,0.0824,-0.0824,3.2347,3.3171,-1.0164,0.3310404741057142,0.2123,0.03
16888,IGSF1,11734888_a_at,35174,_a_at,-1.4411,0.1254,-0.1254,4.5527,4.6781,-0.8433,0.41629161964044553,0.3391,0.1056
16889,LOC101060373 /// LOC102723728 /// NOMO1 /// NOMO2 /// NOMO3,11716342_s_at,35181,_s_at,-1.4414,0.0911,0.0911,9.3072,9.2161,0.9805,0.34565542444196906,0.2882,0.0475
16890,FAM83B,11737162_at,35183,_at,-1.4418,0.0892,-0.0892,2.5821,2.6713,-0.9877,0.3448398709680132,0.2347,0.0351
16891,IQCB1,11753994_a_at,35185,_a_at,-1.442,0.1377,0.1377,6.2752,6.1374,0.793,0.4444867773009005,0.3758,0.1328
16892,SCGB1D2,11731886_at,35197,_at,-1.443,0.1077,-0.1077,2.9159,3.0236,-0.9121,0.37997658844098187,0.2956,0.0705
16893,KLHL15,11725569_at,35201,_at,-1.4433,0.205,0.205,4.4994,4.2944,0.5216,0.6135009436863731,0.6953,0.4975
16894,LRRC37A4P,11761277_at,35206,_at,-1.4437,0.1258,-0.1258,4.5676,4.6933,-0.8388,0.42090787032130644,0.2839,0.0813
16895,EPHX4,11731795_at,35213,_at,-1.4447,0.064,0.064,2.7052,2.6412,1.0854,0.29035800387595273,0.2196,0.0345
16896,OR5M1 /// OR5M10,11742569_s_at,35215,_s_at,-1.4448,0.0929,-0.0929,2.8911,2.984,-0.9694,0.3490370109586552,0.3424,0.0595
16897,COX7B2,11734286_a_at,35217,_a_at,-1.4448,0.0691,-0.0691,2.0257,2.0947,-1.0649,0.30433978662183525,0.251,0.0293
16898,TAF7,11716439_s_at,35230,_s_at,-1.4461,0.1461,0.1461,9.2204,9.0743,0.7546,0.4661673225494448,0.5172,0.1667
16899,SLC27A5,11757586_a_at,35232,_a_at,-1.4465,0.1068,-0.1068,4.5686,4.6754,-0.9117,0.3802997804712367,0.3167,0.0687
16900,SYCP2,11743708_at,35236,_at,-1.4467,0.0944,0.0944,3.0935,2.9991,0.9612,0.348913441176981,0.3454,0.0866
16901,OR2M3,11759275_at,35238,_at,-1.4472,0.075,0.075,2.2974,2.2224,1.0385,0.3167010491973481,0.3239,0.0345
16902,IL19,11762944_at,35239,_at,-1.4472,0.1099,-0.1099,3.0199,3.1298,-0.8985,0.387325498575643,0.3392,0.0722
16903,KIAA2022,11731191_at,35242,_at,-1.4474,0.0701,-0.0701,2.1372,2.2072,-1.0579,0.3075330132339024,0.2126,0.0302
16904,ZNF709,11731962_a_at,35243,_a_at,-1.4475,0.1632,-0.1632,3.9424,4.1056,-0.6845,0.5094108894964815,0.4163,0.1882
16905,POLD2,11757482_x_at,35244,_x_at,-1.4475,0.131,-0.131,7.802,7.933,-0.8136,0.4338851098445328,0.2737,0.1024
16906,SLC7A10,11733436_at,35268,_at,-1.4493,0.093,-0.093,4.1591,4.2521,-0.9639,0.3560075634202481,0.2779,0.0404
16907,ARL14,11735743_at,35272,_at,-1.4494,0.0808,-0.0808,2.048,2.1289,-1.0127,0.331552783850081,0.239,0.0324
16908,PPAT,11731900_s_at,35278,_s_at,-1.4503,0.1597,-0.1597,5.0878,5.2475,-0.6953,0.5020679036107594,0.4405,0.2028
16909,ARL15,11731654_at,35281,_at,-1.4505,0.1243,0.1243,3.62,3.4957,0.837,0.4207732814403975,0.3179,0.0923
16910,FAM63B,11730886_x_at,35283,_x_at,-1.4506,0.0896,-0.0896,2.6228,2.7124,-0.976,0.3459519896447746,0.2576,0.0543
16911,NDNF,11724912_at,35284,_at,-1.4508,0.0981,-0.0981,4.3187,4.4168,-0.9417,0.36755091410788454,0.2088,0.0428
16912,TREM2,11723803_a_at,35286,_a_at,-1.451,0.0959,-0.0959,2.8333,2.9292,-0.9503,0.3630439701601083,0.2371,0.0418
16913,FBXO22,11747620_a_at,35288,_a_at,-1.4511,0.1738,0.1738,5.1532,4.9795,0.6378,0.537088429577702,0.7326,0.2968
16914,DDIT3,11758347_s_at,35291,_s_at,-1.4512,0.1174,0.1174,5.4918,5.3744,0.8639,0.4006679052714888,0.4599,0.1401
16915,FAM122B,11751753_a_at,35289,_a_at,-1.4512,0.1006,0.1006,4.5592,4.4585,0.9313,0.3651072031548503,0.3663,0.0939
16916,NDUFB1,11721296_a_at,35296,_a_at,-1.4513,0.1758,0.1758,7.6327,7.457,0.6296,0.5426787913894864,0.6681,0.288
16917,RB1,11749112_a_at,35297,_a_at,-1.4518,0.1979,0.1979,5.3004,5.1024,0.5404,0.6004589695911329,0.6983,0.4851
16918,SPDYE2B,11761064_x_at,35299,_x_at,-1.4521,0.1084,0.1084,5.5358,5.4274,0.8989,0.3833265649256603,0.3813,0.101
16919,CLEC1A,11749954_a_at,35302,_a_at,-1.4524,0.0924,0.0924,4.3377,4.2454,0.9627,0.3486282928650946,0.2504,0.08
16920,HRH2,11740951_s_at,35309,_s_at,-1.4531,0.1382,-0.1382,4.2212,4.3595,-0.7783,0.45242204954109605,0.4662,0.1447
16921,BTBD1,11716592_s_at,35310,_s_at,-1.4531,0.1561,0.1561,3.9403,3.7842,0.7065,0.4951416164480616,0.6226,0.1941
16922,QRSL1,11730226_x_at,35312,_x_at,-1.4532,0.1938,0.1938,5.9416,5.7478,0.5553,0.5912646053467308,0.4911,0.3781
16923,XPNPEP1,11716108_a_at,35314,_a_at,-1.4536,0.1355,0.1355,6.6069,6.4714,0.7886,0.44919613092316035,0.3123,0.0934
16924,GUCA1C,11737919_a_at,35316,_a_at,-1.4537,0.0992,-0.0992,2.5793,2.6785,-0.934,0.3712955435106843,0.2214,0.0447
16925,PIGL,11761122_at,35319,_at,-1.454,0.1035,-0.1035,3.0403,3.1438,-0.9164,0.3781593042168348,0.2329,0.0622
16926,WDR35,11757523_s_at,35318,_s_at,-1.454,0.1392,-0.1392,4.6771,4.8163,-0.7733,0.4552414819237979,0.5285,0.1495
16927,TSPY1 /// TSPY10 /// TSPY2 /// TSPY3 /// TSPY4 /// TSPY8,11741782_s_at,35320,_s_at,-1.454,0.0748,-0.0748,2.5736,2.6484,-1.0315,0.3201791375757689,0.2267,0.0339
16928,RASAL1,11750696_a_at,35321,_a_at,-1.4542,0.1041,-0.1041,3.2,3.3041,-0.9138,0.37787643282794,0.3962,0.074
16929,NUDT13,11743751_a_at,35329,_a_at,-1.455,0.0855,0.0855,3.0647,2.9793,0.9875,0.33599303629002897,0.3341,0.0684
16930,APITD1 /// APITD1-CORT,11743796_a_at,35340,_a_at,-1.4558,0.1124,-0.1124,2.4949,2.6073,-0.8787,0.39945832405177895,0.2546,0.0631
16931,HIST1H2BN,11715126_s_at,35342,_s_at,-1.4559,0.095,-0.095,4.3723,4.4673,-0.9483,0.3640889069543319,0.3078,0.0408
16932,VIP,11733967_at,35344,_at,-1.4561,0.0704,-0.0704,2.8505,2.9208,-1.0468,0.31155013452682545,0.2695,0.0333
16933,LOC100507480,11763994_at,35348,_at,-1.4563,0.1079,-0.1079,3.0534,3.1614,-0.8962,0.3860648574220447,0.2433,0.0891
16934,FAM169B,11742441_a_at,35351,_a_at,-1.4572,0.1018,-0.1018,2.8414,2.9432,-0.9196,0.37817874229148835,0.2616,0.0501
16935,RBFA,11723107_a_at,35369,_a_at,-1.4589,0.1337,-0.1337,6.2891,6.4228,-0.7897,0.44855531841018514,0.2334,0.091
16936,KCND1,11731260_at,35372,_at,-1.459,0.1231,-0.1231,4.9539,5.0769,-0.8321,0.42417951734405457,0.3328,0.083
16937,CDS1,11719641_at,35371,_at,-1.459,0.0966,-0.0966,3.2026,3.2992,-0.9384,0.3696428474276464,0.2039,0.0396
16938,PCDHGB3,11715141_s_at,35373,_s_at,-1.4591,0.0782,-0.0782,3.9108,3.989,-1.012,0.3274436967207718,0.2346,0.0438
16939,SDHAP3,11760627_a_at,35383,_a_at,-1.4597,0.0999,0.0999,3.7099,3.61,0.9243,0.3679347186224853,0.4302,0.0996
16940,UBA52,11729104_x_at,35385,_x_at,-1.4601,0.093,0.093,4.8185,4.7255,0.9516,0.3582023390844456,0.3398,0.0592
16941,CPS1-IT1,11746624_at,35387,_at,-1.4605,0.0707,-0.0707,2.2053,2.276,-1.0405,0.3120251082413296,0.2406,0.0403
16942,ANKRD34B,11737166_at,35388,_at,-1.4605,0.1909,0.1909,3.6165,3.4255,0.5585,0.5862623437390293,1.0991,0.6542
16943,CEP135,11732601_at,35399,_at,-1.4614,0.1648,0.1648,4.5902,4.4254,0.6622,0.5210520953574327,0.7121,0.2856
16944,OR5B3,11742575_at,35402,_at,-1.4621,0.0943,-0.0943,3.3034,3.3977,-0.9441,0.3657784498087789,0.2398,0.0422
16945,GALM,11731414_at,35413,_at,-1.463,0.1234,0.1234,6.4256,6.3022,0.8263,0.4248277556210904,0.4431,0.1148
16946,KLB,11730625_at,35415,_at,-1.463,0.0636,-0.0636,2.8842,2.9478,-1.0661,0.29633262051655146,0.3009,0.0422
16947,RNF168,11736460_a_at,35421,_a_at,-1.4635,0.0634,-0.0634,2.6331,2.6965,-1.0664,0.30330638063237464,0.2185,0.0253
16948,SAMM50,11757604_a_at,35424,_a_at,-1.4638,0.1098,0.1098,7.8182,7.7084,0.88,0.3988039236743509,0.3201,0.06
16949,SERPINA7,11732698_at,35429,_at,-1.4643,0.117,-0.117,3.9671,4.0841,-0.8505,0.4131120190819521,0.3224,0.0834
16950,NSMCE2,11721042_at,35428,_at,-1.4643,0.1671,-0.1671,6.0356,6.2027,-0.6496,0.5303511164146788,0.4986,0.2361
16951,CCDC43,11722443_s_at,35435,_s_at,-1.4647,0.1465,0.1465,5.8719,5.7254,0.7318,0.4804168129099162,0.3452,0.1537
16952,NDRG2,11738835_x_at,35437,_x_at,-1.4649,0.1109,0.1109,5.6962,5.5853,0.8743,0.3979439498200142,0.4178,0.0941
16953,IMPG2,11735298_a_at,35449,_a_at,-1.4662,0.0648,-0.0648,2.0569,2.1216,-1.0577,0.3095307698657587,0.204,0.0223
16954,DEFB4A,11738511_at,35451,_at,-1.4664,0.1149,-0.1149,5.6143,5.7292,-0.8565,0.40965937627871973,0.3982,0.0823
16955,LINC00303,11741888_at,35455,_at,-1.4667,0.144,-0.144,3.9474,4.0914,-0.7395,0.47611431240329827,0.3505,0.142
16956,KRT6A /// KRT6B /// KRT6C,11749169_s_at,35453,_s_at,-1.4667,0.1445,-0.1445,3.855,3.9994,-0.7375,0.4760879036823789,0.4851,0.1704
16957,IDI2,11733342_at,35457,_at,-1.467,0.0878,-0.0878,3.3723,3.4602,-0.9645,0.35491339992751497,0.2078,0.0391
16958,GCHFR,11723063_a_at,35459,_a_at,-1.4671,0.1397,0.1397,5.6683,5.5286,0.7563,0.4672795957962774,0.3127,0.111
16959,C21orf2,11724020_at,35461,_at,-1.4673,0.0915,0.0915,2.9608,2.8693,0.9494,0.3547163334669577,0.2662,0.0834
16960,BARD1,11756612_a_at,35460,_a_at,-1.4673,0.1638,0.1638,4.9175,4.7537,0.6595,0.5240397598688964,0.5462,0.2304
16961,ZNF695,11737510_at,35468,_at,-1.4682,0.0894,-0.0894,3.0602,3.1495,-0.9567,0.35387064178272065,0.3134,0.0631
16962,GEN1,11736727_at,35469,_at,-1.4682,0.1173,-0.1173,3.3896,3.5068,-0.8449,0.41671418503135776,0.2791,0.0789
16963,ZNF124,11737217_s_at,35470,_s_at,-1.4682,0.1236,-0.1236,5.2817,5.4053,-0.8196,0.43016479361186405,0.3119,0.0957
16964,HERC2 /// HERC2P2 /// HERC2P3 /// HERC2P9 /// LOC105369242,11749565_s_at,35476,_s_at,-1.4686,0.0792,-0.0792,2.4872,2.5664,-0.9972,0.3388569902286539,0.233,0.0317
16965,NDUFS4,11716340_a_at,35474,_a_at,-1.4686,0.1652,-0.1652,7.1002,7.2655,-0.6524,0.5274119127755228,0.5828,0.284
16966,IRX3,11725002_x_at,35478,_x_at,-1.469,0.1056,-0.1056,2.8749,2.9805,-0.8909,0.3918545299088432,0.3078,0.063
16967,NAALAD2,11760268_at,35480,_at,-1.4693,0.0933,-0.0933,2.1219,2.2152,-0.9398,0.36776334874182776,0.235,0.0424
16968,EXOSC4,11720077_at,35484,_at,-1.4694,0.156,-0.156,5.6644,5.8204,-0.6883,0.5069416476829618,0.3921,0.1747
16969,DGCR6L,11728790_x_at,35482,_x_at,-1.4694,0.0771,0.0771,6.1399,6.0628,1.0047,0.3325816806403934,0.2279,0.0375
16970,HMGCS2,11720533_a_at,35487,_a_at,-1.4701,0.1205,-0.1205,4.4153,4.5358,-0.8299,0.4246919254973483,0.2946,0.087
16971,MSH6,11749000_a_at,35489,_a_at,-1.4703,0.2005,-0.2005,4.8742,5.0748,-0.5089,0.6228454553242098,0.3555,0.3985
16972,TCEB1 /// TCEB1P2,11744536_x_at,35495,_x_at,-1.4706,0.1437,0.1437,6.5942,6.4506,0.7363,0.4781602955619899,0.4814,0.1379
16973,ELP5,11724672_s_at,35507,_s_at,-1.4718,0.103,-0.103,4.1384,4.2413,-0.8981,0.3883383127415295,0.2436,0.0581
16974,KIAA1919,11730989_at,35511,_at,-1.4722,0.0906,-0.0906,3.1813,3.2719,-0.9474,0.3624436196827765,0.32,0.0463
16975,C6orf223,11756667_x_at,35512,_x_at,-1.4723,0.0813,0.0813,6.7316,6.6503,0.9845,0.3437043476265122,0.2386,0.0377
16976,PI4KAP2,11760389_x_at,35514,_x_at,-1.4725,0.1114,-0.1114,7.9935,8.1049,-0.8636,0.40374690340357783,0.3197,0.096
16977,RAB39A,11737973_at,35520,_at,-1.4733,0.1068,-0.1068,3.7272,3.834,-0.8811,0.3963863849642677,0.3033,0.0701
16978,ZNF485,11733274_x_at,35523,_x_at,-1.4735,0.109,-0.109,2.4696,2.5786,-0.8721,0.40077335474644005,0.2555,0.0772
16979,ABCE1,11747858_a_at,35522,_a_at,-1.4735,0.1925,0.1925,3.8198,3.6274,0.5373,0.6027978106715401,0.7024,0.438
16980,IFI27L2,11729742_x_at,35527,_x_at,-1.4738,0.0964,-0.0964,7.1606,7.257,-0.9223,0.37506048217772325,0.2904,0.0542
16981,LRFN1,11737170_a_at,35531,_a_at,-1.4744,0.1226,-0.1226,6.3745,6.4971,-0.8165,0.4304536749822122,0.4857,0.1129
16982,GCSH /// LOC729080,11757061_s_at,35537,_s_at,-1.4754,0.2113,-0.2113,5.5199,5.7312,-0.4597,0.6561139421752832,0.6539,0.602
16983,MAP3K11,11719793_a_at,35538,_a_at,-1.4754,0.1084,0.1084,6.2993,6.191,0.8723,0.4021304044941255,0.2686,0.0643
16984,MAPKAPK2,11719368_s_at,35546,_s_at,-1.4762,0.0945,0.0945,8.1535,8.059,0.9272,0.3714794412660946,0.2821,0.0575
16985,TAS2R38,11735975_at,35548,_at,-1.4763,0.0958,-0.0958,3.4641,3.5599,-0.9218,0.377318343644411,0.2558,0.0431
16986,CIDEB,11737534_s_at,35547,_s_at,-1.4763,0.1384,-0.1384,6.4305,6.569,-0.751,0.4677458775564917,0.4399,0.1618
16987,CNIH4,11755746_s_at,35551,_s_at,-1.4765,0.1656,0.1656,8.5961,8.4305,0.6417,0.5331276778664749,0.876,0.3435
16988,GNGT2,11756877_a_at,35566,_a_at,-1.4776,0.095,0.095,3.7613,3.6663,0.9236,0.36979534355380633,0.3437,0.0795
16989,DEPDC4,11755999_a_at,35565,_a_at,-1.4776,0.074,-0.074,2.1772,2.2512,-1.0078,0.33060357103823335,0.2539,0.0358
16990,S100A12,11725138_at,35575,_at,-1.4786,0.1968,-0.1968,9.4297,9.6264,-0.5142,0.6171695117980078,1.1529,0.6423
16991,FKBP3,11719478_a_at,35576,_a_at,-1.4787,0.1767,0.1767,5.465,5.2883,0.5947,0.564707821787642,0.8427,0.338
16992,ZNF100,11730577_at,35577,_at,-1.4788,0.1417,-0.1417,3.8718,4.0134,-0.7349,0.47958067582751085,0.3772,0.1213
16993,RNF183,11737644_a_at,35578,_a_at,-1.4789,0.1213,-0.1213,3.3759,3.4972,-0.8166,0.4312703036311179,0.3714,0.099
